STUFFID,bibtex,author,year,ref_title,ref_journal,ref_volume,ref_page,ref_doi,no1,no2,type1,ref1,type2,ref2,notes_stim,data_name,nonling,language,notes_lang,language_glotto,notes_glotto,population,notes_var,accuracy,ambiguity,aoa,arousal,assoc,category,cloze,complex,concrete,confusion,context,dist,dominate,easelearn,familiar,freq,gpc,identify,identifyld,identifyn,imageagree,imagevar,imagine,intense,letters,meaning,modality,morph,nameagree,orthon,phonemes,phonon,pos,prime,pronounce,recall,recognition,rime,rt,semantic,sensory,sentcomp,similar,syllables,syntax,typical,valence,visualcomp,wordcomp
256,Amster1966,Amster & Keppel,1966,Letter association norms,Psychonomic Monograph Supplements,1,211--238,,26,676,Letters,,Letters,,Bigrams,,0,English,,stan1293,,Children,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,Jones1980a,Jones,1980,English palindromes: A distributional model,Behavior Research Methods & Instrumentation,12,489--491,10.3758/BF03201821,81,,Words, Chambers Twentieth Century Dictionary,,,Palindromes,,0,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,Jones1980,Jones,1980,Heteropalindromes,Behavior Research Methods & Instrumentation,12,393--394,10.3758/BF03201691,145,,Words,,,,Heteropalindromes,,0,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,Olson1971,Olson & Kausler,1971,Orthographie distinctiveness of homonyms,Behavior Research Methods & Instrumentation,3,298--299,10.3758/BF03209950,139,,Homo/Heteronyms,,Homo/Heteronyms,,Homonym Pairs,,0,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,Whalen1994,Whalen & Zsiga,1994,Subjective familiarity of English word/name homophones,"Behavior Research Methods, Instruments, & Computers",26,402--408,10.3758/BF03204656,40,,Homo/Heterophones,,,,,,0,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,Armstrong2012,"Armstrong, Tokowicz, & Plaut",2012,eDom: Norming software and relative meaning frequencies for 544 English homonyms,Behavior Research Methods,44,1015--1027,10.3758/s13428-012-0199-8,544,,Homo/Heteronyms,,,,,,0,English,,stan1293,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,White2004,White & Abrams,2004,Free associations and dominance ratings of homophones for young and older adults,"Behavior Research Methods, Instruments, & Computers",36,408--420,10.3758/BF03195589,197,,Homo/Heterophones,,,,,,0,English,,stan1293,,Younger and older adults,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,Ashcraft1978,Ashcraft,1978,Property norms for typical and atypical items from 17 categories: A description and discussion,Memory & Cognition,6,227--232,10.3758/BF03197450,121,17,Words,,Categories,,,,0,English,,stan1293,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,Bjorklund1983,"Bjorklund, Thompson, & Ornstein",1983,Developmental trends in children's typicality judgments,Behavior Research Methods & Instrumentation,15,350--356,10.3758/BF03203657,12,,Categories,,,,Natural languages,,0,English,,stan1293,,"Kindergarten, third grade, sixth grade, and college students",,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
266,Gruenenfelder1984,Gruenenfelder,1984,Typicality ratings for 893 exemplars of 93 categories,"Behavior Research Methods, Instruments, & Computers",16,351--354,10.3758/BF03202461,893,93,Words,,Categories,,,,0,English,,stan1293,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
267,Katz1983,Katz,1983,Dominance and typicality norms for properties: Convergent and discriminant validity,Behavior Research Methods & Instrumentation,15,29--38,10.3758/BF03203434,170,459,Words,,Words,,"Nouns, properties",,0,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
268,Maridaki-Kassotaki1997,Maridaki-Kassotaki,1997,Are rating-based procedures reliable for derivation of typicality judgments from children?,"Behavior Research Methods, Instruments, & Computers",29,376--385,10.3758/BF03200590,4,48,Categories,,Words,,,,0,English,,stan1293,,Young children and adults,Family resemblance scores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
269,Uyeda1980,Uyeda & Mandler,1980,Prototypicality norms for 28 semantic categories,Behavior Research Methods & Instrumentation,12,587--595,10.3758/BF03201848,840,28,Words,,Categories,,,,0,English,,stan1293,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
270,Chaffin1981,Chaffin & Herrmann,1981,Comprehension of semantic relationships and the generality of categorization models,Bulletin of the Psychonomic Society,17,69--72,,40,,Word Pairs,,,,,,0,English,,stan1293,,,"Antonymy, synonymity, subordination, and coordination",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
271,Hunt1971,Hunt & Hodge,1971,Category-item frequency and category-name meaningfulness (m),Psychonomic Monograph Supplements,4,97--121,,84,,Categories,,,,,,0,English,,stan1293,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,Loess1969,"Loess, Brown, & Campbell",1969,Cultural norms for items in 30 taxonomic categories,Psychonomic Monograph Supplements,3,69--86,,30,,Categories,,,,,,0,English,,stan1293,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,Posnansky1978,Posnansky,1978,Category norms for verbal items in 25 categories for children in Grades 2-6,Behavior Research Methods & Instrumentation,10,819--832,10.3758/BF03205407,25,,Categories,,,,,,0,English,,stan1293,,Children grades 2-6,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,Shapiro1970,Shapiro & Palermo,1970,Conceptual organization and class membership: Normative data for representatives of 100 categories,Psychonomic Monograph Supplements,3,107--127,,100,,Categories,,,,,,0,English,,stan1293,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
275,Morrow2005,Morrow & Duffy,2005,The representation of ontological category concepts as affected by healthy aging: Normative data and theoretical implications,Behavior Research Methods,37,608--625,10.3758/BF03192731,444,444,Words,,Words,,Natural and manmade items,,0,English,,stan1293,,Younger adults (16 - 28 years) and Older adults (62 - 85 years),,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
276,Conley1999,"Conley, Burgess, & Hage",1999,Large-scale databases of proper names,"Behavior Research Methods, Instruments, & Computers",31,215--219,10.3758/BF03207713,10000,5000,Names,U.S. Phone Book,Names,Usenet,,,0,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
278,Zechmeister1975,"Zechmeister, King, Gude, & Opera-Nadi",1975,"Ratings of frequency, familiarity, orthographic distinctiveness and pronunciability for 192 surnames",Behavior Research Methods & Instrumentation,7,531êç533,10.3758/BF03201625,192,,Names,,,,,,0,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,Snodgrass1996,Snodgrass & Yuditsky,1996,Naming times for the Snodgrass and Vanderwart pictures,"Behavior Research Methods, Instruments, & Computers",28,516--536,10.3758/BF03200540,250,,Line drawings,Snodgrass & Vanderwart (1980),,,,,1,English,,stan1293,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
281,Yoon2004,"Yoon, Feinberg, Luo, Hedden, Gutchess, Chen, Mikels, Jiao, & Park",2004,"A cross-culturally standardized set of pictures for younger and older adults: American and Chinese norms for name agreement, concept agreement, and familiarity","Behavior Research Methods, Instruments, & Computers",36,639--649,10.3758/BF03206545,260,,Line drawings,Snodgrass & Vanderwart (1980),,,,,1,English,,stan1293,,Age and culture differences,Concept agreement,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,DeWinter2004,De Winter & Wagemans,2004,"Contour-based object identification and segmentation: Stimuli, norms and data, and software tools","Behavior Research Methods, Instruments, & Computers",36,604--624,10.3758/BF03206541,260,,Line drawings,Snodgrass & Vanderwart (1980),,,,,1,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,Danks1972,Danks,1972,Associative responses to novel figures,Psychonomic Monograph Supplements,18,319--325,,22,,Line drawings,,,,Novel figures,,1,English,,stan1293,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,Azuma1996,Azuma,1996,Familiarity and relatedness of word meanings: Ratings for 110 homographs,"Behavior Research Methods, Instruments, & Computers",28,109--124,10.3758/BF03203645,110,,Homo/Heterographs,,,,,,0,English,,stan1293,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,Gawlick-Grendell1994,Gawlick-Grendell & Woltz,1994,Meaning dominance norms for 120 homographs,"Behavior Research Methods, Instruments, & Computers",26,5--25,10.3758/BF03204557,120,,Homo/Heterographs,,,,,,0,English,,stan1293,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,Winograd1974,Winograd & Geis,1974,Semantic encoding and recognition memory: A test of encoding variability theory,Journal of Experimental Psychology: General,102,1061--1068,10.1037/h0036386,50,,Homo/Heterographs,,,,,,0,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
288,Gorfein1982,"Gorfein, Viviani, & Ledo",1982,Norms as a tool for the study of homography,Memory & Cognition,10,503--509,10.3758/BF03197654,107,,Homo/Heterographs,,,,,,0,English,,stan1293,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,Nelson1980,"Nelson, McEvoy, Walling, & Wheeler",1980,The University of South Florida homograph norms,Behavior Research Methods & Instrumentation,12,16--37,10.3758/BF03208320,320,,Homo/Heterographs,,,,,,0,English,,stan1293,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,Twilley1994,"Twilley, Dixon, Taylor, & Clark",1994,University of Alberta norms of relative meaning frequency for 566 homographs,Memory & Cognition,22,111--126,10.3758/BF03202766,566,,Homo/Heterographs,,,,,,0,English,,stan1293,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,Warren1977,"Warren, Bresnick, & Green",1977,Definitional dominance distributions for 20 English homographs,Bulletin of the Psychonomic Society,10,229--231,,20,,Homo/Heterographs,,,,,,0,English,,stan1293,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,Wollen1980,"Wollen, Cox, Coahran, Shea, & Kirby",1980,Frequency of occurrence and concreteness ratings of homograph meanings,Behavior Research Methods & Instrumentation,12,8--15,10.3758/BF03208319,120,,Homo/Heterographs,,,,,,0,English,,stan1293,,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,Snodgrass1992,Snodgrass & Poster,1992,Visual-word recognition thresholds for screen-fragmented names of the Snodgrass and Vanderwart pictures,"Behavior Research Methods, Instruments, & Computers",24,1--15,10.3758/BF03203463,260,,Line drawings,Snodgrass & Vanderwart (1980),,,,,1,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
294,Boutsen1998,"Boutsen, Lamberts, & Verfaillie",1998,Recognition times of different views of 56 depth-rotated objects: A note concerning Verfaillie and Boutsen (1995),Perception & Psychophysics,60,900--907,10.3758/BF03206072,56,,Line drawings,,,,Depth rotated objects,,1,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
295,DeBruijn1999,"de Bruijn, McDougall, & Curry",1999,ESPbase: A Microsoft Access tool for selecting symbol and icon sets for usability,"Behavior Research Methods, Instruments, & Computers",31,479--486,10.3758/BF03200729,,,Symbols/Icons,,,,,ESPbase,1,English,,stan1293,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,Verfaillie1995,Verfaillie & Boutsen,1995,A corpus of 714 full-color images of depth-rotated objects,Perception & Psychophysics,57,925--961,10.3758/BF03205454,714,,Color drawings,,,,Depth rotated objects,,1,English,,stan1293,,,Objects with 11 rotations each ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,Ankerstein2009,"Ankerstein, Varley, & Cowell",2009,A new set of 84 colored nonobjects,Behavior Research Methods,41,172--176,10.3758/BRM.41.1.172,84,72,Line drawings,,Pictures,Rossion & Pourtois (2004),,,1,English,,stan1293,,,Resemblance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
300,Boles1989,Boles & Clifford,1989,"An upper- and lowercase alphabetic similarity matrix, with derived generation similarity values","Behavior Research Methods, Instruments, & Computers",21,579--586,10.3758/BF03210580,2704,,Letters,,,,,,0,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,Geyer1977,Geyer,1977,Recognition and confusion of the lowercase alphabet,Perception & Psychophysics,22,487--490,10.3758/BF03199515,26,,Letters,,,,,,0,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
302,Geyer1981,Geyer & Gupta,1981,Recognition/confusion of dot matrix vs. conventional font capital letters,Perception & Psychophysics,29,280--282,10.3758/BF03207295,9,,Letters,,,,,,0,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,Keren1981,Keren & Baggen,1981,Recognition models of alphanumeric characters,Perception & Psychophysics,29,234--246,10.3758/BF03207290,26,,Letters,,,,,,0,English,,stan1293,,,Feature lists of uppercase letters,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,Barenboym2010,"Barenboym, Wurm, & Cano",2010,A comparison of stimulus ratings made online and in person: Gender and method effects,Behavior Research Methods,42,273--285,10.3758/BRM.42.1.273,117,,Word Pairs,,,,Noun-Noun pairs,,0,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,Balota2007,"Balota, Yap, Cortese, Hutchison, Kessler, Loftis, Neely, Nelson, Simpson, & Treiman",2007,The English Lexicon Project,Behavior Research Methods,39,445--459,10.3758/BF03193014,40481,40481,Words,,Pseudowords,,,English Lexicon Project searchable database,0,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
306,Baker2011,Baker & Hazan,2011,DiapixUK: task materials for the elicitation of multiple spontaneous speech dialogs,Behavior Research Methods,43,761--770,10.3758/s13428-011-0075-y,12,,Pictures,"Van Egan, Baese-Berk, Baker, Choi, Kim, & Bradlow (2010) Diapix",,,,,1,English,,stan1293,,,Spontaneous speech corpora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,Arcuri2001,"Arcuri, Rabe-Hesketh, Morris, & McGuire",2001,Regional variation of cloze probabilities for sentence contexts,"Behavior Research Methods, Instruments, & Computers",33,80--90,10.3758/BF03195350,150,,Cloze/Sentences,,,,,,0,English,,stan1293,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
308,Ames2005,"Ames, Gallaher, Sun, Pearce, Zogg, Houska, Leigh, & Stacy",2005,A web-based program for coding open-ended response protocols,Behavior Research Methods,37,470--479,10.3758/BF03192716,,,Other,,,,,Web Program for Coding Open Ended Responses,1,English,,stan1293,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,Saberi2004,Saberi,2004,Fast Fourier-based DSP algorithm for auditory motion experiments,"Behavior Research Methods, Instruments, & Computers",36,585--589,10.3758/BF03206538,,,Other,,,,Waveforms,,1,English,,stan1293,,,Signal Processing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,Stadler1999,"Stadler, Roediger, & McDermott",1999,Norms for word lists that create false memories,Memory & Cognition,27,494--500,10.3758/BF03211543,540,,Word Pairs,,,,,,0,English,,stan1293,,,False memory lists,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
311,Thompson2009,Thompson & Desrochers,2009,Corroborating biased indicators: Global and local agreement among objective and subjective estimates of printed word frequency,Behavior Research Methods,41,452--471,10.3758/BRM.41.2.452,6202,,Words,,,Desrochers (2006),,OMNILEX,0,French,,stan1290,,,Objective and subjective frequency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,Townsend1971,Townsend,1971,Alphabetic confusion: a test of models for individuals,Perception & Psychophysics,9,449--454,10.3758/BF03208950,26,,Letters,,,,,,0,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,Townsend1971a,Townsend,1971,Theoretical analysis of an alphabetic confusion matrix,Perception & Psychophysics,9,40--50,10.3758/BF03213026,26,,Letters,,,,,,0,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,VanderHeijden1984,"van der Heijden, Malhas, & van den Roovaart",1984,An empirical interletter confusion matrix for continuous-line capitals,Perception & Psychophysics,35,85--88,10.3758/BF03205927,26,,Letters,,,,,,0,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,Craig1979,Craig,1979,A confusion matrix for tactually presented letters,Perception & Psychophysics,26,409--411,10.3758/BF03204167,26,,Letters,,,,,,0,English,,stan1293,,,Tactually presented letters,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
317,Loomis1974,Loomis,1974,Tactile letter recognition under different modes of stimulus presentation,Perception & Psychophysics,16,401--408,10.3758/BF03203960,26,,Letters,,,,,,0,English,,stan1293,,,Tactually letters generated by a 20X20 matrix of tactile stimulators,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
318,Loomis1982,Loomis,1982,Analysis of tactile and visual confusion matrices,Perception & Psychophysics,31,41--52,10.3758/BF03206199,26,,Letters,,Other,,Braille characters,,0,English,,stan1293,,,Letters and characters presented as touch and visual stimuli,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
319,Manning1977,Manning,1977,Ratings of the auditory and visual similarity of consonants: Implications for research,Behavior Research Methods & Instrumentation,9,495--498,10.3758/BF03213982,20,,Letters,,Letters,,"Consonants, consonant letter triplets",,0,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
320,Bell1971,Bell & Shapiro,1971,A normative study of organizational strategies in free recall learning,Psychonomic Monograph Supplements,4,1--32,,768,,Words,,,,48 lists of 16 unrelated words,,0,English,,stan1293,,,Organizational strategies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
321,Butler1990,Butler & Biner,1990,Recall norms of common spaces and activities of college students,"Behavior Research Methods, Instruments, & Computers",22,3--12,10.3758/BF03203116,40,123,Words,,Words,,Words and Behaviors,,0,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
322,Christian1978,"Christian, Bickley, Tarka, & Clayton",1978,"Measures of free recall of 900 English nouns: Correlations with imagery, concreteness, meaningfulness, and frequency",Memory & Cognition,4,379--390,10.3758/BF03197470,900,,Words,,,,Nouns,,0,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
323,Briesemeister2011a,Briesemeister & Kuchinke,2011,Discrete emotion effects on lexical decision response times,PLoS ONE,6,e23743,10.1371/journal.pone.0023743,1958,,Words,"Vo, Conrad, Kuchinke, Urton, Hofmann, & Jacobs (2009)",,,,,0,German,,stan1295,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
324,Mou1981,Mou & Anderson,1981,Graphemic and phonemic codings of Chinese characters in short-term retention,Bulletin of the Psychonomic Society,17,255--258,,48,,Characters,,,,,,0,Chinese,,mand1415,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,Lee2008,"Lee, Chiang, & Hung",2008,Lexical association and false memory for words in two cultures,Journal of Psycholinguistic Research,37,49--58,10.1007/s10936-007-9058-7,108,,Words,"Stadler, Roediger, & McDermott (1999)",,,,,0,Chinese,,mand1415,,"Chinese, Taiwanese participants",False recall/recognition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
